FAIXA ETÁRIA,SEXO,COR OU RACA,SITUACÃO DE CONCLUSÃO,ANO QUE CONCLUIU,ESCOLA,ENSINO,ESTADO DA ESCOLA,DEPENDÊNCIA ADM DA ESCOLA,LOCALIZACAO DA ESCOLA,SG_UF_PROVA,PRESENCA CIÊNCIAS DA NATUREZA,PRESENCA CIÊNCIAS HUMANAS,PRESENCA LINGUAGENS E CÓDIGOS,PRESENCA MATEMÁTICA,CÓDIGO DA PROVA CIÊNCIAS DA NATUREZA,CÓDIGO DA PROVA CIÊNCIAS HUMANAS,CÓDIGO DA PROVA LINGUAGENS E CÓDIGOS,CÓDIGO DA PROVA MATEMÁTICA,NOTA CIÊNCIAS DA NATUREZA,NOTA CIÊNCIAS HUMANAS,NOTA LINGUAGENS E CÓDIGOS,NOTA MATEMÁTICA,LÍNGUA ESTRANGEIRA,STATUS DA REDACÃO,NOTA REDACÃO,NOTA TOTAL,"FAIXA SALARIAL",POSSUI INTERNET EM CASA
19 anos,M,Não declarado,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,CE,Estadual,Urbana,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,476.5,445.2,430.0,489.9,Espanhol,Sem problemas,460.0,178.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
17 anos,F,Indígena,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,500.8,445.0,438.2,404.5,Inglês,Sem problemas,540.0,197.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
19 anos,F,Preta,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul (Digital),Branca (Digital),Branca (Digital),Azul (Digital),509.8,434.7,375.4,424.6,Inglês,Sem problemas,420.0,84.0,"Até R$ 1.212,00",Sim
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,504.4,533.7,507.3,647.8,Espanhol,Sem problemas,560.0,112.0,"De R$ 12.120,01 até R$ 14.544,00.",Sim
19 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,428.9,489.9,527.3,438.1,Espanhol,Sem problemas,460.0,92.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,RS,Estadual,Urbana,RS,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,556.7,535.2,536.9,551.1,Inglês,Sem problemas,620.0,124.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
19 anos,M,Branca,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,709.3,665.8,626.2,855.6,Inglês,Sem problemas,920.0,184.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,SP,Privada,Urbana,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,609.5,609.9,597.7,719.3,Inglês,Sem problemas,700.0,140.0,"De R$ 18.180,01 até R$ 24.240,00.",Sim
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,404.3,581.6,552.4,505.8,Espanhol,Sem problemas,560.0,112.0,"Até R$ 1.212,00",Sim
22 anos,M,Preta,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza (Digital),Amarela (Digital),Amarela (Digital),Cinza (Digital),519.8,557.2,526.2,600.2,Espanhol,Sem problemas,540.0,108.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
Entre 46 e 50 anos,F,Parda,Já conluí o Ensino Médio,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PB,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
18 anos,F,Preta,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,449.4,487.4,591.0,374.7,Espanhol,Sem problemas,600.0,238.2,"Até R$ 1.212,00",Sim
18 anos,M,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,585.1,596.3,604.2,670.6,Inglês,Sem problemas,700.0,140.0,"De R$ 4.848,01 até R$ 6.060,00.",Sim
22 anos,M,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,382.3,404.8,377.4,363.3,Inglês,Sem problemas,760.0,152.0,Nenhuma Renda,Sim
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,MT,Privada,Urbana,MT,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,575.2,541.4,540.2,508.0,Espanhol,Sem problemas,920.0,285.6,"De R$ 1.818,01 até R$ 2.424,00.",Sim
Entre 26 e 30 anos,M,Parda,Já conluí o Ensino Médio,2010,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"De R$ 2.424,01 até R$ 3.030,00.",Sim
Entre 36 e 40 anos,F,Branca,Já conluí o Ensino Médio,Antes de 2007,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,GO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,476.0,512.7,496.7,521.2,Espanhol,Sem problemas,620.0,219.2,"De R$ 2.424,01 até R$ 3.030,00.",Sim
18 anos,M,Preta,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,CE,Estadual,Urbana,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,461.1,375.1,373.3,404.3,Espanhol,Cópia Texto Motivador,0.0,0.0,"Até R$ 1.212,00",Não
18 anos,M,Parda,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PE,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,AC,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,525.7,526.4,488.1,367.5,Espanhol,Sem problemas,580.0,116.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
20 anos,M,Branca,Já conluí o Ensino Médio,2019,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,578.6,582.2,565.7,785.2,Inglês,Sem problemas,760.0,152.0,"De R$ 14.544,01 até R$ 18.180,00.",Sim
17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,SP,Estadual,Urbana,SP,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
20 anos,F,Preta,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,AC,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PA,Faltou à prova,Eliminado na prova,Eliminado na prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
17 anos,M,Branca,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,GO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,533.8,649.2,597.4,577.0,Inglês,Sem problemas,940.0,303.4,"De R$ 1.818,01 até R$ 2.424,00.",Sim
21 anos,F,Branca,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RJ,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
21 anos,F,Branca,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,536.1,592.8,514.8,445.8,Espanhol,Sem problemas,800.0,160.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
19 anos,F,Parda,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MT,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,441.3,552.8,505.9,476.4,Espanhol,Sem problemas,560.0,112.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
Entre 26 e 30 anos,F,Parda,Já conluí o Ensino Médio,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,462.5,530.8,493.4,377.7,Espanhol,Sem problemas,760.0,152.0,"Até R$ 1.212,00",Sim
23 anos,M,Preta,Já conluí o Ensino Médio,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,BA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"De R$ 2.424,01 até R$ 3.030,00.",Não
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,RS,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,641.2,623.2,633.4,818.6,Inglês,Sem problemas,920.0,184.0,"De R$ 12.120,01 até R$ 14.544,00.",Sim
24 anos,M,Amarela,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,RJ,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
17 anos,F,Não declarado,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,CE,Estadual,Urbana,CE,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
19 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,RS,Estadual,Urbana,RS,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,491.9,513.4,532.6,580.9,Inglês,Sem problemas,600.0,120.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,MA,Estadual,Urbana,MA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,406.5,635.5,544.8,371.5,Espanhol,Sem problemas,700.0,140.0,"Até R$ 1.212,00",Não
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,PB,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Espanhol,Não Atribuido,,0.0,Nenhuma Renda,Sim
21 anos,F,Branca,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SC,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,717.6,700.2,646.1,967.0,Inglês,Sem problemas,920.0,377.4,"De R$ 2.424,01 até R$ 3.030,00.",Sim
18 anos,M,Branca,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,565.6,599.2,573.1,657.5,Inglês,Sem problemas,820.0,164.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
19 anos,F,Branca,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,519.7,603.3,554.9,663.7,Inglês,Sem problemas,720.0,144.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
17 anos,F,Amarela,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,MS,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,473.9,448.5,442.2,357.5,Espanhol,Sem problemas,580.0,116.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
Menor de 17 anos,F,Branca,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,GO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,456.6,489.4,473.8,399.4,Inglês,Sem problemas,600.0,120.0,"De R$ 10.908,01 até R$ 12.120,00.",Sim
18 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,SP,Estadual,Urbana,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,449.5,580.5,575.1,627.7,Inglês,Sem problemas,720.0,144.0,"De R$ 2.424,01 até R$ 3.030,00.",Sim
19 anos,F,Branca,Já conluí o Ensino Médio,2020,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,625.4,698.8,652.5,757.7,Inglês,Sem problemas,920.0,184.0,"De R$ 4.848,01 até R$ 6.060,00.",Sim
19 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,TO,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,564.6,543.8,531.4,651.2,Inglês,Sem problemas,600.0,120.0,"De R$ 1.212,01 até R$ 1.818,00.",Não
18 anos,F,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,SP,Estadual,Urbana,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,387.7,363.2,348.7,497.6,Espanhol,Sem problemas,480.0,96.0,"De R$ 1.212,01 até R$ 1.818,00.",Sim
18 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Privada,Ensino Regular,MG,Privada,Urbana,MG,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,628.2,673.2,622.6,769.9,Inglês,Sem problemas,880.0,176.0,"De R$ 3.636,01 até R$ 4.848,00.",Sim
Entre 31 e 35 anos,M,Branca,Já conluí o Ensino Médio,2013,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PE,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,Nenhuma Renda,Sim
19 anos,M,Branca,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Não respondeu,PA,Estadual,Urbana,PA,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"De R$ 3.030,01 até R$ 3.636,00.",Sim
17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,PA,Estadual,Urbana,PA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,393.8,522.6,487.3,410.8,Espanhol,Sem problemas,620.0,124.0,Nenhuma Renda,Não
18 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,PA,Estadual,Urbana,PA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,410.9,486.4,543.4,437.6,Espanhol,Sem problemas,680.0,136.0,"Até R$ 1.212,00",Sim
17 anos,M,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,CE,Faltou à prova,Presente na prova,Presente na prova,Faltou à prova,Não identificado,Azul,Azul,Não identificado,,529.7,441.3,,Espanhol,Em Branco,0.0,0.0,"De R$ 6.060,01 até R$ 7.272,00.",Sim
17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,455.9,489.5,405.5,369.4,Espanhol,Cópia Texto Motivador,0.0,0.0,"Até R$ 1.212,00",Sim
17 anos,M,Preta,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,BA,Estadual,Urbana,BA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,416.3,509.1,493.2,422.3,Espanhol,Sem problemas,580.0,116.0,"Até R$ 1.212,00",Não
21 anos,F,Branca,Já conluí o Ensino Médio,2018,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,SP,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,676.9,683.1,634.3,852.6,Inglês,Sem problemas,800.0,160.0,"Acima de R$ 24.240,00.",Sim
Entre 26 e 30 anos,F,Parda,Já conluí o Ensino Médio,2011,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Rosa,Rosa,Rosa,Rosa,628.3,650.5,614.5,563.9,Espanhol,Sem problemas,880.0,176.0,"De R$ 1.818,01 até R$ 2.424,00.",Sim
17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio após 2022,Não informado,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,PB,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Amarela,Azul,Azul,Amarela,484.5,420.5,322.5,378.2,Espanhol,Cópia Texto Motivador,0.0,0.0,Nenhuma Renda,Sim
19 anos,M,Parda,Já conluí o Ensino Médio,2021,Não Respondeu,Não respondeu,Não respondeu,Não respondeu,Não respondeu,CE,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Azul,Branca,Branca,Azul,427.3,463.4,425.9,446.6,Espanhol,Sem problemas,460.0,92.0,"Até R$ 1.212,00",Não
17 anos,F,Parda,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Ensino Regular,Não respondeu,Não respondeu,Não respondeu,MA,Presente na prova,Presente na prova,Presente na prova,Presente na prova,Cinza,Amarela,Amarela,Cinza,440.7,537.2,524.9,463.1,Inglês,Sem problemas,820.0,164.0,Nenhuma Renda,Sim
20 anos,F,Preta,Estou cursando e concluirei o Ensino Médio em 2022,Não informado,Pública,Não respondeu,Não respondeu,Não respondeu,Não respondeu,GO,Faltou à prova,Faltou à prova,Faltou à prova,Faltou à prova,Não identificado,Não identificado,Não identificado,Não identificado,,,,,Inglês,Não Atribuido,,0.0,"Até R$ 1.212,00",Sim
